plant_id,plant_name,energy_type,plant_capacity_mw,location_city,location_state,location_country,commissioning_date,operator_name,production_date,energy_generated_mwh,energy_consumed_mwh,net_energy_mwh,capacity_factor_pct,efficiency_pct,grid_feed_in_mwh,revenue_eur,operating_cost_eur,maintenance_cost_eur,co2_emissions_tons,co2_avoided_tons,weather_condition,temperature_avg_c,wind_speed_ms,solar_irradiance_wm2,downtime_hours,downtime_reason,safety_incidents,compliance_status,certification,subsidy_received_eur,created_at
PWR-202321938,Geothermal Park South 21,biomass,794.34,Dresden,Baden-Wurttemberg,DE,03/11/2021,Statkraft Ltd,2025-04-24,743.73,189.53,554.2,82.8,35.53,3972.66,96052.51,173456.21,13416.54,844.2,3478.56,rainy,3.9,16.54,745.99,118.61,Scheduled Service,5,Compliant,,0.0,2023-06-04 05:29:00
PWR-202321939,Hydro Park West 68,Nuclear,463.83,Frankfurt,Bayern,Deutschland,2018-06-29,Statkraft GmbH,2025-11-23,4134.46,260.64,3873.82,23.83,33.01,541.82,319191.76,7813.07,17498.33,3916.99,5431.23,Stormy,24.3,5.77,1172.45,138.38,,0,Under Review,Green Energy,0.0,2023-10-08 11:32:00
PWR-202321940,Geothermal Park North 71,Hydro,701.04,Cologne,Baden-Wurttemberg,Germany,2014-12-25,Municipal Utility GmbH,2022-02-18,479.56,326.89,152.67,48.89,22.62,4149.83,35130.22,106684.78,3378.19,1850.82,3189.26,cloudy,4.7,0.18,437.6,63.98,Equipment Failure,2,Under Review,ISO 50001,78816.39,2023-09-10 20:09:00
PWR-202321941,Geothermal Park East 6,Hydro,225.12,Munich,Hessen,Deutschland,2021-07-11,Statkraft AG,25-10-2022,502.89,430.15,72.74,40.55,59.41,3355.15,124186.18,45059.82,22032.37,2070.73,3568.35,stormy,28.9,9.89,844.9,162.11,,5,Under Review,ISO 50001,0.0,2023-05-27 19:24:00
PWR-202321942,Biomass Park Central 2,hydro,500.57,Stuttgart,Baden-Wurttemberg,DE,2013-09-23,Orsted AG,2025-06-22,2201.14,258.83,1942.31,38.29,22.29,1781.97,429119.09,169413.06,1397.31,3623.11,9669.8,cloudy,15.3,28.06,322.83,92.51,Maintenance,1,Non-Compliant,TUV,17226.36,2023-03-28 03:56:00
PWR-202321943,Wind Park North 91,Coal,366.03,Stuttgart,Niedersachsen,GERMANY,27 Apr 2013,Statkraft GmbH,09/02/2022,3303.36,408.34,2895.02,65.37,66.86,1690.29,173606.02,72226.26,17976.33,1498.06,1400.95,Windy,9.8,4.11,621.11,38.28,Unscheduled Repair,4,COMPLIANT,EU Ecolabel,0.0,2023-11-21 13:32:00
PWR-202321944,Wind Park East 95,Coal,127.5,Leipzig,NRW,DE,2017-01-18,E.ON GmbH,2022-07-18,3033.57,444.27,2589.3,58.7,23.4,2805.29,247987.31,197817.41,942.73,3765.95,712.63,windy,18.8,3.9,148.93,92.43,Grid Outage,1,Under Review,None,47093.96,2023-09-11 22:02:00
PWR-202321945,Biomass Park North 11,Biomass,152.44,Berlin,NRW,Deutschland,17 Sep 2014,Municipal Utility AG,2025-04-04,4384.64,99.68,4284.96,74.29,24.52,2601.08,365659.67,31915.27,11532.94,3006.19,6202.84,foggy,14.5,0.77,1111.73,109.53,,4,Under Review,,18013.14,2023-12-17 11:35:00
PWR-202321946,Wind Park North 18,coal,876.63,Leipzig,Sachsen,Deutschland,2023-07-24,Statkraft Ltd,01/12/2025,1186.51,98.27,1088.24,24.59,63.37,3970.01,278760.6,27448.38,3466.95,3932.31,1348.37,Cloudy,-1.0,18.66,284.21,4.03,Weather,2,non_compliant,None,0.0,2023-06-01 22:16:00
PWR-202321947,Biomass Park South 4,wind,852.03,Munich,NRW,Germany,05/22/2022,Orsted Inc,02/24/2023,3976.21,357.21,3619.0,66.1,24.44,2672.25,121011.96,123295.44,27881.62,2237.34,4210.72,Sunny,22.9,28.32,472.73,27.74,Maintenance,2,Under Review,,0.0,2023-06-17 23:59:00
PWR-202321948,Wind Park South 68,geothermal,370.68,Cologne,Bayern,DE,2016-01-25,Orsted ,2023-03-20,2051.56,304.78,1746.78,30.55,66.46,1538.32,137164.21,6546.54,45628.0,1850.23,371.61,stormy,16.4,9.98,195.51,99.8,Unscheduled Repair,1,pending,EU Ecolabel,38946.39,2023-11-23 15:59:00
PWR-202321949,Hydro Park Central 43,natural_gas,1.88,Stuttgart,NRW,Germany,23 Jan 2024,EnBW Ltd,2025-02-13,1900.89,321.08,1579.81,31.93,76.37,1434.77,33146.37,31298.0,14403.64,1456.44,8745.77,cloudy,30.9,12.0,1067.65,45.73,Grid Outage,3,COMPLIANT,none,NULL,2023-09-15 00:07:00
PWR-202321950,Solar Park South 76,Wind,534.77,Frankfurt,Brandenburg,Germany,23 Mar 2022,Local Energy Inc,13 Apr 2022,3165.48,183.26,2982.22,52.84,74.64,1508.85,311178.25,117959.67,25824.78,1929.93,9849.67,Stormy,34.8,8.07,718.02,159.28,,5,COMPLIANT,,0.0,2023-01-19 07:50:00
PWR-202321951,Wind Park North 60,Biomass,274.54,Dusseldorf,Baden-Wurttemberg,DE,2010-09-30,E.ON GmbH,16/03/2025,800.57,450.35,350.22,93.93,81.45,2695.68,471639.78,180080.29,45098.14,1056.44,1675.3,Cloudy,18.0,28.11,1007.5,132.69,Grid Outage,3,non_compliant,Green Energy,0.0,2023-03-28 16:57:00
PWR-202321952,Wind Park South 26,nuclear,332.77,Frankfurt,NRW,GERMANY,08/17/2012,Vattenfall Ltd,04/22/2022,1402.76,141.71,1261.05,94.63,69.42,619.73,172684.24,51065.01,23219.31,4878.68,4837.33,stormy,7.5,18.33,393.02,128.89,,3,Non-Compliant,,0.0,2023-09-14 05:10:00
PWR-202321953,Solar Park South 32,SOLAR,3.37,Dusseldorf,Hessen,Germany,2022-03-25,Iberdrola Ltd,2022-11-02,323.98,298.4,25.58,28.07,46.01,3202.08,384500.47,60129.72,4380.86,4359.82,5855.58,stormy,29.0,19.25,212.07,5.07,Equipment Failure,1,non_compliant,EU Ecolabel,61262.43,2023-09-25 11:02:00
PWR-202321954,Hydro Park Central 20,Natural Gas,35.19,Leipzig,NRW,DE,2020-05-21,Statkraft AG,14/07/2023,3056.11,23.77,3032.34,85.69,28.53,1971.7,94407.69,188985.47,39773.29,3857.99,1318.51,cloudy,10.4,29.1,899.4,165.71,,2,non_compliant,None,8616.34,2023-12-19 22:20:00
PWR-202321955,Wind Park South 74,hydro,977.5,Berlin,Bayern,Deutschland,2023-05-17,Local Energy Inc,01-09-2022,202.15,472.29,-270.14,78.82,90.4,4242.96,136776.52,176052.31,23180.22,2353.15,460.18,stormy,36.6,1.3,973.34,93.28,Unscheduled Repair,0,compliant,ISO 50001,0.0,2023-04-03 00:36:00
PWR-202321956,Geothermal Park Central 87,coal,735.38,Dortmund,Hessen,Germany,2021-09-13,Orsted GmbH,2023-04-12,3874.03,260.95,3613.08,77.56,26.67,3320.27,262508.17,136789.73,26724.81,2809.76,3511.62,foggy,1.5,19.34,734.68,152.8,,3,Under Review,TUV,0.0,2023-08-10 02:57:00
PWR-202321957,Hydro Park North 14,Wind,980.5,Frankfurt,Sachsen,Deutschland,2015-11-30,NextEra ,2024-04-15,790.54,426.71,363.83,82.49,68.6,1670.52,122832.46,101946.74,16736.36,1457.23,2651.26,Sunny,32.4,13.01,350.43,106.12,Unscheduled Repair,0,compliant,None,NULL,2023-09-17 12:07:00
PWR-202321958,Solar Park South 81,Wind,237.96,Dusseldorf,Sachsen,Germany,2017-12-12,Iberdrola Ltd,30/09/2023,3351.21,459.83,2891.38,10.46,90.4,216.56,182809.14,61407.59,15579.15,3611.69,9136.28,Rainy,-4.3,11.45,1167.29,87.9,,4,Non-Compliant,None,0.0,2023-05-07 15:47:00
PWR-202321959,Geothermal Park Central 64,Hydro,575.84,Stuttgart,NRW,GERMANY,2019-12-19,NextEra ,2025-02-21,2328.26,278.66,2049.6,84.59,62.94,875.33,362480.14,92734.22,7346.08,2624.82,293.26,rainy,29.5,4.35,1021.23,110.64,,3,Under Review,None,58788.5,2023-04-17 07:56:00
PWR-202321960,Biomass Park South 70,Biomass,773.36,Dusseldorf,NRW,Deutschland,2017-09-12,NextEra AG,2025-09-06,195.34,371.57,-176.23,74.14,30.23,770.33,186954.93,122933.45,41529.03,184.64,4470.0,Foggy,27.5,20.7,668.14,132.87,,0,Non-Compliant,,71376.41,2023-05-11 01:56:00
PWR-202321961,Biomass Park Central 21,geothermal,252.63,Dortmund,Niedersachsen,Deutschland,2018-09-07,E.ON GmbH,2022-10-31,4161.31,66.41,4094.9,57.92,31.92,4173.22,489494.84,160957.49,18014.4,2795.63,8109.01,Windy,37.1,14.23,927.09,101.06,Grid Outage,3,Non-Compliant,Green Energy,0.0,2023-03-10 21:53:00
PWR-202321962,Biomass Park Central 60,Biomass,448.39,Berlin,Brandenburg,DE,2023-11-15,Municipal Utility ,20/10/2022,1731.84,2.82,1729.02,14.79,15.91,1564.48,291956.75,131176.25,44845.08,1687.8,3046.74,rainy,-5.6,1.73,656.81,2.7,Scheduled Service,2,Compliant,,16253.82,2023-10-19 05:05:00
PWR-202321963,Biomass Park West 69,Biomass,761.02,Dortmund,Brandenburg,GERMANY,2012-09-05,Orsted Inc,2022-09-26,4680.66,276.86,4403.8,62.23,92.59,2135.12,381162.52,116278.28,22617.54,3561.18,4981.87,sunny,29.5,11.78,1156.34,38.54,Weather,5,Non-Compliant,Green Energy,0.0,2023-09-08 11:53:00
PWR-202321964,Wind Park South 51,Nuclear,559.7,Dusseldorf,Sachsen,DE,2015-09-20,RWE Ltd,2023-04-28,0.0,294.35,1083.26,39.04,29.49,3516.65,339648.38,108450.18,14548.61,4178.95,5861.53,Foggy,37.9,15.34,38.5,38.56,Weather,3,non_compliant,None,13183.57,2023-07-23 05:31:00
PWR-202321965,Solar Park Central 92,Solar,613.11,Frankfurt,Bayern,Germany,2020-02-27,Iberdrola Ltd,17-05-2022,4195.32,302.67,3892.65,18.06,81.28,975.19,486009.83,35020.01,1426.65,1878.76,8162.68,foggy,21.0,16.49,918.21,60.55,,2,compliant,ISO 14001,0.0,2023-02-19 04:23:00
PWR-202321966,Hydro Park South 17,coal,648.67,Stuttgart,Sachsen,Germany,2024-02-26,Orsted ,2024-08-30,1073.3,325.63,747.67,16.02,35.75,98.04,493729.16,157806.7,45094.86,3042.46,1572.12,cloudy,39.5,25.97,624.52,112.99,Weather,3,compliant,ISO 14001,95062.44,2023-12-25 16:12:00
PWR-202321967,Geothermal Park West 98,Hydro,119.79,Munich,Bayern,GERMANY,04-02-2011,Local Energy AG,03/22/2023,1756.45,356.28,1400.17,24.29,15.13,113.42,89307.74,140998.42,15964.52,4804.08,1539.88,stormy,8.5,26.93,742.91,23.22,Weather,5,Compliant,TUV,68594.1,2023-05-22 17:46:00
PWR-202321968,Biomass Park East 14,solar,809.26,Frankfurt,NRW,DE,24 Sep 2016,Orsted Ltd,2022-10-24,3328.75,354.63,2974.12,25.63,52.48,2000.12,315623.03,156949.91,16831.34,929.04,3164.52,Cloudy,3.1,20.84,750.17,157.14,Unscheduled Repair,4,Under Review,,0.0,2023-03-05 17:12:00
PWR-202321969,Hydro Park East 88,Wind,771.9,Dortmund,Bayern,GERMANY,22 Oct 2011,E.ON ,2022-04-06,3616.92,300.03,3316.89,31.8,30.19,4325.67,288858.95,30132.45,22882.29,3395.86,2165.29,Stormy,32.4,6.6,62.1,111.91,Weather,4,compliant,EU Ecolabel,81469.43,2023-06-07 09:03:00
PWR-202321970,Hydro Park Central 49,solar,74.34,Hamburg,Sachsen,Deutschland,24 Aug 2012,NextEra Ltd,2022-07-04,1599.58,433.22,1166.36,65.23,62.62,2744.76,432158.55,4973.97,6643.43,2692.11,8731.28,windy,5.0,15.42,62.33,76.22,Unscheduled Repair,1,COMPLIANT,,0.0,2023-09-27 18:44:00
PWR-202321971,Hydro Park West 35,biomass,293.64,Hamburg,Bayern,Germany,2018-12-21,Orsted ,2023-01-25,126.91,253.72,-126.81,44.16,26.7,1884.03,300041.58,33964.87,27715.46,937.56,3087.19,Foggy,17.6,12.15,648.95,105.16,Maintenance,3,Compliant,EU Ecolabel,0.0,2023-07-06 02:21:00
PWR-202321972,Wind Park North 52,Nuclear,104.26,Leipzig,Baden-Wurttemberg,Deutschland,2010-11-08,Local Energy ,2024-10-28,2008.71,339.82,1668.89,75.41,83.48,3798.69,128628.31,8874.25,15740.15,177.83,8641.57,Stormy,7.9,16.43,426.41,105.82,,2,compliant,TUV,0.0,2023-01-04 15:10:00
PWR-202321973,Wind Park North 49,Coal,63.91,Cologne,Sachsen,Deutschland,16-01-2015,NextEra Inc,2024-06-18,1297.26,369.27,927.99,87.14,92.47,3239.76,463727.65,160101.3,44760.24,231.45,8767.58,Windy,30.2,13.65,973.83,81.84,Grid Outage,4,Compliant,ISO 50001,0.0,2023-04-22 09:47:00
PWR-202321974,Geothermal Park North 40,Natural Gas,889.15,Leipzig,Baden-Wurttemberg,GERMANY,14/02/2024,Vattenfall Inc,2025-05-18,3214.98,104.69,3110.29,11.93,76.08,1514.28,54698.29,139938.78,3492.64,2115.29,8758.88,cloudy,9.8,0.19,138.67,123.08,,5,non_compliant,TUV,0.0,2023-03-04 23:15:00
PWR-202321975,Geothermal Park East 73,geothermal,422.47,Munich,Baden-Wurttemberg,Deutschland,2012-11-15,Municipal Utility Ltd,2022-09-11,760.2,118.78,641.42,74.15,24.6,1650.41,455797.76,105027.57,6447.5,807.84,575.75,Sunny,1.9,7.23,1090.93,140.96,Grid Outage,5,Non-Compliant,,0.0,2023-04-10 10:37:00
PWR-202321976,Geothermal Park North 76,coal,700.93,Stuttgart,NRW,DE,08/07/2020,E.ON AG,2024-08-27,4534.64,484.11,4050.53,63.3,90.7,1041.17,237193.93,88374.31,22483.36,1076.87,1783.89,Rainy,10.6,28.71,1014.64,127.9,Maintenance,5,COMPLIANT,Green Energy,0.0,2023-06-17 00:37:00
PWR-202321977,Geothermal Park West 19,solar,555.01,Hamburg,Brandenburg,Deutschland,01/25/2017,RWE Inc,2025-01-17,728.48,3.23,725.25,89.49,36.23,4486.31,443188.57,199362.09,46561.7,4350.69,7086.2,Cloudy,11.9,24.79,705.35,142.91,,5,Under Review,Green Energy,77817.01,2023-09-18 20:27:00
PWR-202321978,Solar Park South 76,Geothermal,35.6,Frankfurt,Hessen,Germany,2011-02-15,Vattenfall ,02/12/2022,2545.36,384.26,2161.1,81.5,96.21,4065.07,46751.47,95149.09,29852.52,3686.48,8888.31,foggy,15.3,22.02,1104.47,37.82,,0,COMPLIANT,none,0.0,2023-09-05 10:06:00
PWR-202321979,Geothermal Park North 9,hydro,666.87,Berlin,Brandenburg,Deutschland,2014-02-07,E.ON GmbH,2024-10-05,4112.32,408.15,3704.17,13.48,85.91,3636.34,15672.88,179755.85,11001.67,3362.79,5933.33,Foggy,-3.6,7.5,485.64,99.55,,0,Compliant,none,0.0,2023-04-04 18:30:00
PWR-202321980,Wind Park North 98,geothermal,454.29,Dusseldorf,Niedersachsen,GERMANY,2019-11-08,NextEra ,2023-08-08,126.26,176.6,-50.34,70.03,15.2,4070.16,151630.62,25362.65,14675.79,3762.19,2552.52,windy,-7.3,12.51,213.61,141.47,Scheduled Service,2,pending,EU Ecolabel,85534.76,2023-10-06 05:24:00
PWR-202321981,Solar Park Central 35,Natural Gas,770.52,Berlin,Brandenburg,Germany,17 Dec 2015,Iberdrola Inc,2024-06-30,2954.74,461.39,2493.35,11.06,65.92,2316.2,337230.0,59940.19,41567.6,4136.16,3726.19,sunny,6.1,0.7,57.52,97.04,Scheduled Service,2,compliant,ISO 14001,88377.86,2023-07-24 23:45:00
PWR-202321982,Wind Park South 75,hydro,904.25,Dusseldorf,NRW,GERMANY,2025-02-04,Orsted ,2023-01-17,3780.98,186.63,3594.35,57.74,16.91,2925.83,144058.82,130075.98,3986.63,1810.04,260.73,Stormy,16.0,26.95,103.62,128.63,Equipment Failure,2,Non-Compliant,None,34087.61,2023-07-13 00:39:00
PWR-202321983,Solar Park East 11,wind,946.59,Stuttgart,Bayern,DE,2010-08-28,Vattenfall ,2023-03-03,2858.05,199.42,2658.63,40.72,57.84,661.2,290287.34,140049.47,6212.51,507.67,9515.31,stormy,-5.2,11.25,270.31,138.89,Unscheduled Repair,5,Non-Compliant,none,83916.32,2023-05-17 06:36:00
PWR-202321984,Geothermal Park Central 15,Geothermal,528.16,Dusseldorf,Niedersachsen,Germany,2010-06-17,NextEra ,02/01/2025,1970.96,325.86,1645.1,94.67,73.58,1869.53,97280.93,128750.75,21152.47,2415.57,1545.0,foggy,5.6,25.72,204.75,144.83,Maintenance,5,Compliant,TUV,59391.0,2023-08-12 18:59:00
PWR-202321985,Solar Park West 76,wind,167.22,Cologne,Bayern,GERMANY,01/19/2023,Local Energy GmbH,2022-01-02,3479.34,155.8,3323.54,64.36,33.96,328.86,415810.63,48102.67,2371.8,4098.64,6716.25,stormy,24.5,9.54,976.86,104.22,,1,pending,TUV,7921.1,2023-12-13 21:42:00
PWR-202321986,Biomass Park South 25,geothermal,212.79,Stuttgart,Niedersachsen,DE,02/25/2017,Orsted ,2022-02-16,3557.26,478.83,3078.43,74.18,55.02,1066.48,112685.63,82205.42,17660.43,2319.04,2277.66,Sunny,34.4,10.91,20.97,28.64,,5,Compliant,ISO 14001,80598.53,2023-05-05 16:20:00
PWR-202321987,Solar Park East 1,Wind,676.16,Frankfurt,Sachsen,Germany,2019-11-02,Orsted GmbH,24-06-2023,1964.39,66.69,1897.7,40.46,29.12,2058.8,370324.22,48895.81,36973.47,16.92,6516.91,windy,-6.6,10.0,768.13,104.31,Scheduled Service,0,COMPLIANT,none,0.0,2023-04-28 04:26:00
PWR-202321988,Biomass Park East 74,SOLAR,993.87,Hamburg,Brandenburg,GERMANY,2022-11-23,Iberdrola Inc,2022-02-14,3965.86,420.11,3545.75,40.87,27.87,1221.77,88823.99,4598.75,17569.3,3834.2,4948.58,rainy,4.6,3.41,240.34,7.02,Weather,0,non_compliant,,0.0,2023-10-12 04:31:00
PWR-202321989,Hydro Park North 37,Nuclear,420.69,Dortmund,Baden-Wurttemberg,Deutschland,2014-05-05,Municipal Utility ,2022-06-23,2710.06,87.83,2622.23,20.85,39.64,98.52,486961.66,114368.08,25849.13,2523.21,3115.96,foggy,38.4,25.92,432.44,125.16,Grid Outage,1,COMPLIANT,TUV,35707.9,2023-11-14 10:06:00
PWR-202321990,Hydro Park South 22,Coal,267.46,Dresden,Bayern,GERMANY,23/10/2015,Local Energy Ltd,2023-06-05,1066.39,288.67,777.72,44.27,56.27,2214.19,493104.84,109068.36,31457.36,2815.58,9841.05,stormy,8.8,14.55,33.22,1.72,,1,non_compliant,TUV,NULL,2023-06-22 08:53:00
PWR-202321991,Biomass Park North 76,SOLAR,390.16,Leipzig,Brandenburg,Deutschland,2024-02-17,Orsted Ltd,06 May 2023,1295.42,300.66,994.76,61.57,83.9,4385.06,70230.56,152793.31,45191.3,2922.79,9303.44,Rainy,35.5,0.56,891.69,138.13,Scheduled Service,0,Non-Compliant,TUV,70318.18,2023-03-11 20:57:00
PWR-202321992,Wind Park Central 72,Natural Gas,544.64,Munich,Brandenburg,DE,06/16/2018,RWE ,2023-01-20,3406.49,261.77,3144.72,61.46,61.18,3742.54,56301.7,102313.98,29704.14,3654.39,8655.93,rainy,34.0,8.02,1059.72,91.2,Unscheduled Repair,3,Under Review,none,36123.85,2023-01-10 09:05:00
PWR-202321993,Solar Park South 91,geothermal,922.6,Munich,Hessen,Deutschland,23 Nov 2018,Statkraft Ltd,2022-04-14,1799.87,392.77,1407.1,61.45,72.96,3808.27,110277.43,28602.8,38245.85,4280.55,586.31,stormy,8.8,21.06,1048.06,129.93,Equipment Failure,3,compliant,Green Energy,70167.66,2023-02-20 09:36:00
PWR-202321994,Geothermal Park East 84,Solar,412.47,Cologne,Bayern,Deutschland,2015-03-20,NextEra ,11 Mar 2025,3336.79,181.34,3155.45,43.99,17.27,3932.5,12565.2,33907.52,20878.85,4106.17,3873.93,rainy,-0.7,3.54,842.92,91.7,Equipment Failure,0,non_compliant,EU Ecolabel,30606.04,2023-01-19 11:08:00
PWR-202321995,Hydro Park North 53,Wind,497.42,Cologne,Sachsen,GERMANY,2019-04-11,NextEra AG,2025-10-26,189.79,346.02,-156.23,31.6,26.29,2564.38,56622.04,39376.12,17659.74,80.91,5193.17,Sunny,3.9,4.53,903.19,55.91,Weather,0,Compliant,TUV,0.0,2023-12-23 19:41:00
PWR-202321996,Solar Park West 76,nuclear,138.25,Stuttgart,Bayern,Deutschland,2024-09-16,NextEra GmbH,2024-11-11,4716.21,180.24,4535.97,48.11,71.97,2184.86,431344.34,118025.98,48424.28,217.79,1459.81,rainy,31.1,2.87,673.63,121.51,Scheduled Service,4,Compliant,ISO 50001,0.0,2023-08-04 09:30:00
PWR-202321997,Wind Park West 23,hydro,785.95,Munich,Baden-Wurttemberg,DE,09/13/2015,NextEra ,2022-11-14,2672.64,352.12,2320.52,62.53,33.4,2664.52,178461.69,11113.53,715.03,198.97,7050.53,Foggy,2.9,11.09,47.38,76.79,Maintenance,3,COMPLIANT,TUV,37862.01,2023-05-07 12:20:00
PWR-202321998,Hydro Park North 67,Coal,602.07,Stuttgart,Baden-Wurttemberg,GERMANY,2011-10-06,Statkraft AG,2024-05-29,4486.52,178.56,4307.96,16.29,60.56,136.26,311361.21,161886.63,30772.3,257.62,3838.62,Foggy,14.8,7.13,962.55,67.13,Weather,1,non_compliant,TUV,83690.91,2023-11-03 06:03:00
PWR-202321999,Geothermal Park East 15,Geothermal,938.57,Dortmund,Sachsen,GERMANY,2018-02-14,RWE AG,2022-06-23,2479.09,185.99,2293.1,94.16,34.61,476.64,9980.68,94676.08,34592.1,2872.73,9305.29,sunny,-4.6,15.5,672.79,138.89,,2,pending,ISO 14001,0.0,2023-12-04 13:56:00
PWR-202322000,Biomass Park South 17,Biomass,675.24,Dresden,Hessen,Deutschland,2015-03-25,Iberdrola GmbH,2023-09-13,1593.31,39.86,1553.45,67.55,46.16,544.25,346337.91,191649.37,40829.94,1078.27,371.19,Rainy,5.2,26.39,535.22,56.31,Weather,1,pending,TUV,0.0,2023-12-11 16:20:00
PWR-202322001,Wind Park Central 14,solar,622.38,Dortmund,Sachsen,DE,2019-03-19,Statkraft ,2023-06-22,1121.61,77.59,1044.02,16.07,31.43,3200.93,17075.05,23911.73,29865.99,4341.51,3644.78,foggy,12.4,28.36,1018.71,89.81,,4,compliant,ISO 14001,35088.53,2023-08-09 03:30:00
PWR-202322002,Wind Park West 2,Solar,311.96,Berlin,Brandenburg,GERMANY,2020-12-05,NextEra Inc,2022-10-27,1817.48,314.92,1502.56,11.82,52.21,1606.06,0.0,108776.63,17546.17,2188.7,9924.4,Stormy,-6.2,9.33,703.98,100.89,Weather,5,Under Review,EU Ecolabel,0.0,2023-08-08 05:41:00
PWR-202322003,Hydro Park West 92,coal,234.89,Stuttgart,Sachsen,DE,2023-12-02,Municipal Utility ,2022-05-13,2377.28,92.88,2284.4,83.46,50.26,430.53,139300.56,142721.81,43514.24,2100.82,2294.05,cloudy,9.6,17.67,857.55,15.81,Unscheduled Repair,5,pending,EU Ecolabel,0.0,2023-04-22 20:12:00
PWR-202322004,Hydro Park North 5,Biomass,758.63,Hamburg,NRW,GERMANY,26 Dec 2022,EnBW Inc,2025-04-15,4405.28,316.58,4088.7,87.36,29.45,2462.6,494156.32,11215.68,14062.25,2168.53,1822.03,Stormy,19.1,22.23,643.67,139.21,,1,non_compliant,None,0.0,2023-02-24 08:26:00
PWR-202322005,Wind Park West 53,hydro,269.09,Dresden,Sachsen,Deutschland,02 Jan 2011,Municipal Utility ,02/09/2023,3133.0,482.09,2650.91,42.78,83.04,2046.65,75161.24,1607.63,22535.64,982.17,5996.31,sunny,7.3,29.79,630.11,9.61,,5,pending,none,0.0,2023-07-09 09:29:00
PWR-202322006,Wind Park South 54,hydro,501.18,Leipzig,Niedersachsen,GERMANY,24/04/2022,E.ON Ltd,2024-10-27,4711.55,367.15,4344.4,43.9,67.6,562.19,369694.93,173743.17,27390.2,2304.74,8865.89,rainy,33.5,14.96,1128.75,91.89,Equipment Failure,1,compliant,Green Energy,39227.58,2023-06-09 06:43:00
PWR-202322007,Hydro Park Central 35,Wind,118.35,Dusseldorf,Hessen,Deutschland,2011-02-14,Orsted ,2025-05-16,669.9,79.93,589.97,30.39,16.16,2699.3,372667.68,120530.1,36024.51,2376.38,2364.83,rainy,11.3,25.07,555.98,41.59,Unscheduled Repair,5,Non-Compliant,Green Energy,42380.89,2023-01-26 00:06:00
PWR-202322008,Solar Park East 17,Hydro,655.61,Hamburg,Baden-Wurttemberg,GERMANY,04/04/2012,Statkraft Inc,27 Jan 2024,3018.54,88.24,2930.3,79.88,96.5,1523.25,348623.28,22034.73,15139.11,2445.09,5534.84,Stormy,31.7,5.7,125.77,3.61,,5,pending,TUV,73581.5,2023-07-17 21:17:00
PWR-202322009,Hydro Park Central 27,solar,917.58,Frankfurt,Hessen,GERMANY,2014-11-19,Municipal Utility AG,2024-12-08,23.05,148.74,-125.69,35.11,90.88,1095.53,32269.63,148258.85,24598.35,1880.68,3137.77,sunny,34.8,8.36,962.9,144.7,Unscheduled Repair,1,Compliant,Green Energy,0.0,2023-04-08 23:15:00
PWR-202322010,Geothermal Park East 11,Hydro,697.99,Hamburg,Baden-Wurttemberg,GERMANY,2025-12-21,Local Energy Inc,2025-06-09,542.65,384.96,157.69,17.28,67.01,231.4,267366.47,76701.45,15816.97,1446.47,9852.49,Rainy,21.6,18.49,1065.69,107.13,Weather,2,non_compliant,,0.0,2023-01-17 12:31:00
PWR-202322011,Biomass Park South 41,natural_gas,708.07,Frankfurt,Bayern,Germany,2022-11-21,EnBW Inc,2022-04-07,1501.96,183.17,1318.79,55.0,80.94,503.81,367823.1,15083.82,42598.27,2341.16,1093.86,Stormy,20.2,28.04,703.0,141.63,,0,COMPLIANT,none,0.0,2023-07-04 08:08:00
PWR-202322012,Biomass Park Central 10,Wind,816.27,Frankfurt,Sachsen,Deutschland,2010-02-17,NextEra Inc,2023-09-26,2256.53,370.44,1886.09,72.05,69.59,2186.47,121251.64,45098.45,36054.07,3097.74,4655.76,stormy,3.5,29.72,841.03,81.26,Equipment Failure,3,Compliant,EU Ecolabel,0.0,2023-03-27 21:29:00
PWR-202322013,Solar Park West 37,Nuclear,295.91,Frankfurt,Brandenburg,Deutschland,2017-09-04,NextEra Inc,2025-07-05,1429.94,138.33,1291.61,30.65,43.42,890.01,334000.85,51354.9,21885.07,2473.48,6779.5,windy,37.4,10.45,158.7,63.98,,3,non_compliant,Green Energy,48505.97,2023-11-12 18:59:00
PWR-202322014,Hydro Park West 53,Wind,241.06,Frankfurt,Niedersachsen,Deutschland,2025-03-15,Orsted AG,2023-10-11,4712.7,198.94,4513.76,43.36,89.15,2696.88,403994.71,42213.54,30919.07,1506.69,2464.69,sunny,38.0,23.11,46.53,140.56,Equipment Failure,2,Under Review,None,20725.96,2023-10-17 14:37:00
PWR-202322015,Geothermal Park East 62,geothermal,134.61,Leipzig,Bayern,Deutschland,05/09/2019,EnBW GmbH,2024-02-12,3606.86,180.55,3426.31,47.2,91.49,2506.61,117362.42,3863.67,37926.04,96.19,7844.61,Rainy,-3.4,19.61,60.24,86.15,Equipment Failure,4,Non-Compliant,EU Ecolabel,0.0,2023-04-09 21:36:00
PWR-202322016,Solar Park South 22,Geothermal,963.99,Dresden,Baden-Wurttemberg,Germany,2016-10-27,Local Energy AG,2023-11-12,3920.58,27.95,3892.63,27.55,25.66,893.45,375854.22,154523.1,36538.95,1613.56,5739.33,Foggy,12.7,27.64,552.07,101.04,,1,Under Review,EU Ecolabel,30668.38,2023-05-09 23:48:00
